instant,dteday,season,mnth,hr,holiday,weekday,workingday,weathersit,casual,registered,cnt,temperatura,sensacionTermica,humedad,velViento
309,2011-01-14,1,1,8,0,5,1,1,2,156,158,5.0,8.0,68.0,0.0
310,2011-01-14,1,1,9,0,5,1,1,0,117,117,6.0,8.0,69.0,9.0
311,2011-01-14,1,1,10,0,5,1,1,4,40,44,7.0,9.0,55.0,13.0
312,2011-01-14,1,1,11,0,5,1,1,6,47,53,7.0,8.0,51.0,19.0
313,2011-01-14,1,1,12,0,5,1,1,2,59,61,8.0,10.0,44.0,17.0
314,2011-01-14,1,1,13,0,5,1,1,4,73,77,9.0,10.0,37.0,26.0
315,2011-01-14,1,1,14,0,5,1,1,5,59,64,9.0,11.0,41.0,19.0
316,2011-01-14,1,1,15,0,5,1,1,9,59,68,10.0,12.0,38.0,11.0
317,2011-01-14,1,1,16,0,5,1,1,3,87,90,9.0,12.0,41.0,7.0
318,2011-01-14,1,1,17,0,5,1,1,4,155,159,9.0,11.0,41.0,11.0
319,2011-01-14,1,1,18,0,5,1,1,5,134,139,8.0,13.0,47.0,0.0
320,2011-01-14,1,1,19,0,5,1,1,3,89,92,7.0,10.0,59.0,6.0
321,2011-01-14,1,1,20,0,5,1,1,0,68,68,7.0,12.0,59.0,0.0
322,2011-01-14,1,1,21,0,5,1,1,4,48,52,7.0,11.0,69.0,0.0
323,2011-01-14,1,1,22,0,5,1,2,2,34,36,7.0,11.0,69.0,0.0
324,2011-01-14,1,1,23,0,5,1,2,1,26,27,7.0,12.0,55.0,0.0
325,2011-01-15,1,1,0,0,6,0,1,3,25,28,7.0,12.0,55.0,0.0
326,2011-01-15,1,1,1,0,6,0,2,2,18,20,7.0,10.0,59.0,6.0
327,2011-01-15,1,1,2,0,6,0,2,0,12,12,7.0,10.0,59.0,6.0
328,2011-01-15,1,1,3,0,6,0,2,1,7,8,7.0,11.0,59.0,0.0
329,2011-01-15,1,1,4,0,6,0,2,0,5,5,7.0,11.0,59.0,0.0
330,2011-01-15,1,1,5,0,6,0,1,0,1,1,7.0,11.0,59.0,0.0
331,2011-01-15,1,1,6,0,6,0,1,1,2,3,6.0,8.0,63.0,7.0
332,2011-01-15,1,1,7,0,6,0,1,1,9,10,6.0,11.0,63.0,0.0
333,2011-01-15,1,1,8,0,6,0,1,1,22,23,6.0,8.0,63.0,9.0
334,2011-01-15,1,1,9,0,6,0,1,2,31,33,7.0,9.0,64.0,9.0
335,2011-01-15,1,1,10,0,6,0,1,2,57,59,7.0,10.0,59.0,11.0
336,2011-01-15,1,1,11,0,6,0,1,18,54,72,8.0,10.0,55.0,15.0
337,2011-01-15,1,1,12,0,6,0,1,15,74,89,10.0,11.0,48.0,15.0
338,2011-01-15,1,1,13,0,6,0,1,21,80,101,11.0,13.0,38.0,20.0
339,2011-01-15,1,1,14,0,6,0,1,26,92,118,12.0,14.0,39.0,19.0
340,2011-01-15,1,1,15,0,6,0,2,21,108,129,13.0,16.0,36.0,13.0
341,2011-01-15,1,1,16,0,6,0,2,33,95,128,14.0,17.0,34.0,13.0
342,2011-01-15,1,1,17,0,6,0,2,29,54,83,13.0,15.0,36.0,19.0
343,2011-01-15,1,1,18,0,6,0,2,15,69,84,12.0,14.0,45.0,17.0
344,2011-01-15,1,1,19,0,6,0,2,14,60,74,13.0,15.0,39.0,17.0
345,2011-01-15,1,1,20,0,6,0,2,6,35,41,13.0,15.0,39.0,17.0
346,2011-01-15,1,1,21,0,6,0,2,6,51,57,13.0,15.0,39.0,15.0
347,2011-01-15,1,1,22,0,6,0,2,0,26,26,12.0,16.0,42.0,7.0
348,2011-01-15,1,1,23,0,6,0,1,5,39,44,12.0,14.0,45.0,19.0
349,2011-01-16,1,1,0,0,0,0,1,6,33,39,11.0,15.0,56.0,0.0
350,2011-01-16,1,1,1,0,0,0,1,4,19,23,11.0,14.0,56.0,9.0
351,2011-01-16,1,1,2,0,0,0,1,3,13,16,11.0,14.0,56.0,6.0
352,2011-01-16,1,1,3,0,0,0,1,9,6,15,9.0,14.0,69.0,0.0
353,2011-01-16,1,1,4,0,0,0,1,0,1,1,11.0,13.0,56.0,11.0
354,2011-01-16,1,1,5,0,0,0,2,1,1,2,11.0,13.0,56.0,11.0
355,2011-01-16,1,1,6,0,0,0,2,0,1,1,11.0,13.0,56.0,11.0
356,2011-01-16,1,1,7,0,0,0,2,0,3,3,10.0,11.0,56.0,20.0
357,2011-01-16,1,1,8,0,0,0,1,0,18,18,9.0,11.0,55.0,19.0
358,2011-01-16,1,1,9,0,0,0,1,3,29,32,9.0,11.0,51.0,17.0
359,2011-01-16,1,1,10,0,0,0,1,8,71,79,9.0,11.0,51.0,19.0
360,2011-01-16,1,1,11,0,0,0,1,23,70,93,10.0,11.0,44.0,17.0
361,2011-01-16,1,1,12,0,0,0,1,29,75,104,10.0,11.0,41.0,19.0
362,2011-01-16,1,1,13,0,0,0,1,23,95,118,11.0,11.0,35.0,20.0
363,2011-01-16,1,1,14,0,0,0,1,22,69,91,11.0,14.0,36.0,17.0
364,2011-01-16,1,1,15,0,0,0,1,35,78,113,11.0,12.0,38.0,17.0
365,2011-01-16,1,1,16,0,0,0,1,22,77,99,10.0,11.0,38.0,15.0
366,2011-01-16,1,1,17,0,0,0,1,23,82,105,9.0,11.0,37.0,17.0
367,2011-01-16,1,1,18,0,0,0,1,11,56,67,8.0,11.0,40.0,11.0
368,2011-01-16,1,1,19,0,0,0,1,14,47,61,7.0,10.0,47.0,9.0
369,2011-01-16,1,1,20,0,0,0,1,7,50,57,7.0,10.0,47.0,11.0
370,2011-01-16,1,1,21,0,0,0,1,6,22,28,7.0,10.0,51.0,11.0
371,2011-01-16,1,1,22,0,0,0,2,2,19,21,8.0,11.0,49.0,9.0
372,2011-01-16,1,1,23,0,0,0,2,0,18,18,8.0,11.0,40.0,7.0
373,2011-01-17,1,1,0,1,1,0,2,1,16,17,8.0,10.0,47.0,15.0
374,2011-01-17,1,1,1,1,1,0,2,1,15,16,8.0,10.0,44.0,13.0
375,2011-01-17,1,1,2,1,1,0,2,0,8,8,7.0,8.0,43.0,17.0
376,2011-01-17,1,1,3,1,1,0,2,0,2,2,7.0,9.0,43.0,13.0
377,2011-01-17,1,1,4,1,1,0,2,1,2,3,7.0,10.0,43.0,9.0
378,2011-01-17,1,1,5,1,1,0,2,0,1,1,7.0,10.0,43.0,11.0
379,2011-01-17,1,1,6,1,1,0,2,0,5,5,7.0,9.0,43.0,13.0
380,2011-01-17,1,1,7,1,1,0,2,4,9,13,7.0,9.0,50.0,9.0
381,2011-01-17,1,1,8,1,1,0,2,3,30,33,7.0,8.0,47.0,15.0
382,2011-01-17,1,1,9,1,1,0,2,8,39,47,7.0,8.0,47.0,15.0
383,2011-01-17,1,1,10,1,1,0,2,7,50,57,7.0,8.0,50.0,17.0
384,2011-01-17,1,1,11,1,1,0,2,9,55,64,7.0,8.0,55.0,13.0
385,2011-01-17,1,1,12,1,1,0,2,10,70,80,7.0,10.0,47.0,9.0
386,2011-01-17,1,1,13,1,1,0,2,13,80,93,7.0,10.0,47.0,9.0
387,2011-01-17,1,1,14,1,1,0,2,12,74,86,7.0,11.0,43.0,7.0
388,2011-01-17,1,1,15,1,1,0,2,21,72,93,8.0,11.0,47.0,11.0
389,2011-01-17,1,1,16,1,1,0,2,6,76,82,8.0,11.0,47.0,11.0
390,2011-01-17,1,1,17,1,1,0,1,4,67,71,8.0,10.0,51.0,13.0
391,2011-01-17,1,1,18,1,1,0,2,7,85,92,7.0,8.0,55.0,17.0
392,2011-01-17,1,1,19,1,1,0,3,2,58,60,7.0,9.0,59.0,13.0
393,2011-01-17,1,1,20,1,1,0,3,4,29,33,7.0,8.0,80.0,13.0
394,2011-01-17,1,1,21,1,1,0,3,3,24,27,7.0,8.0,80.0,13.0
395,2011-01-17,1,1,22,1,1,0,3,0,13,13,6.0,6.0,93.0,17.0
396,2011-01-17,1,1,23,1,1,0,3,1,3,4,7.0,7.0,86.0,19.0
397,2011-01-18,1,1,12,0,2,1,2,0,3,3,8.0,9.0,86.0,22.0
398,2011-01-18,1,1,13,0,2,1,2,0,22,22,8.0,10.0,86.0,15.0
399,2011-01-18,1,1,14,0,2,1,2,2,26,28,9.0,11.0,80.0,11.0
400,2011-01-18,1,1,15,0,2,1,2,3,32,35,9.0,11.0,87.0,11.0
401,2011-01-18,1,1,16,0,2,1,2,0,61,61,9.0,11.0,87.0,13.0
402,2011-01-18,1,1,17,0,2,1,2,1,124,125,9.0,11.0,82.0,13.0
403,2011-01-18,1,1,18,0,2,1,2,1,132,133,9.0,11.0,80.0,11.0
404,2011-01-18,1,1,19,0,2,1,2,1,98,99,9.0,11.0,80.0,9.0
405,2011-01-18,1,1,20,0,2,1,2,0,83,83,9.0,14.0,87.0,0.0
406,2011-01-18,1,1,21,0,2,1,2,0,41,41,9.0,12.0,93.0,7.0
407,2011-01-18,1,1,22,0,2,1,2,0,33,33,9.0,13.0,93.0,6.0
408,2011-01-18,1,1,23,0,2,1,2,1,19,20,9.0,14.0,93.0,0.0
409,2011-01-19,1,1,0,0,3,1,2,0,3,3,9.0,14.0,93.0,0.0
410,2011-01-19,1,1,1,0,3,1,3,1,6,7,9.0,11.0,93.0,9.0
411,2011-01-19,1,1,2,0,3,1,3,0,3,3,9.0,11.0,93.0,9.0
412,2011-01-19,1,1,4,0,3,1,3,1,1,2,9.0,11.0,93.0,9.0
413,2011-01-19,1,1,5,0,3,1,2,0,7,7,9.0,13.0,93.0,6.0
414,2011-01-19,1,1,6,0,3,1,2,0,32,32,9.0,13.0,93.0,6.0
415,2011-01-19,1,1,7,0,3,1,2,1,89,90,10.0,13.0,92.0,7.0
416,2011-01-19,1,1,8,0,3,1,2,1,196,197,10.0,13.0,93.0,7.0
417,2011-01-19,1,1,9,0,3,1,2,2,107,109,10.0,13.0,93.0,7.0
418,2011-01-19,1,1,10,0,3,1,2,1,46,47,11.0,14.0,93.0,9.0
419,2011-01-19,1,1,11,0,3,1,2,5,47,52,11.0,15.0,87.0,6.0
420,2011-01-19,1,1,12,0,3,1,2,5,65,70,12.0,16.0,81.0,6.0
421,2011-01-19,1,1,13,0,3,1,1,11,67,78,16.0,20.0,62.0,19.0
422,2011-01-19,1,1,14,0,3,1,1,7,68,75,16.0,20.0,58.0,17.0
423,2011-01-19,1,1,15,0,3,1,1,4,78,82,16.0,20.0,54.0,19.0
424,2011-01-19,1,1,16,0,3,1,1,10,94,104,16.0,20.0,58.0,26.0
425,2011-01-19,1,1,17,0,3,1,1,7,190,197,15.0,17.0,57.0,22.0
426,2011-01-19,1,1,18,0,3,1,1,5,156,161,14.0,16.0,61.0,19.0
427,2011-01-19,1,1,19,0,3,1,1,4,108,112,13.0,14.0,57.0,28.0
428,2011-01-19,1,1,20,0,3,1,1,2,74,76,13.0,15.0,49.0,20.0
429,2011-01-19,1,1,21,0,3,1,1,4,55,59,13.0,14.0,49.0,28.0
430,2011-01-19,1,1,22,0,3,1,1,6,53,59,12.0,15.0,52.0,11.0
431,2011-01-19,1,1,23,0,3,1,1,1,27,28,12.0,14.0,52.0,31.0
432,2011-01-20,1,1,0,0,4,1,1,5,8,13,11.0,11.0,56.0,26.0
433,2011-01-20,1,1,1,0,4,1,1,2,3,5,11.0,14.0,56.0,0.0
434,2011-01-20,1,1,2,0,4,1,1,0,2,2,11.0,14.0,56.0,0.0
435,2011-01-20,1,1,3,0,4,1,1,0,1,1,11.0,13.0,56.0,11.0
436,2011-01-20,1,1,4,0,4,1,1,0,1,1,11.0,13.0,56.0,11.0
437,2011-01-20,1,1,5,0,4,1,1,0,6,6,10.0,11.0,60.0,15.0
438,2011-01-20,1,1,6,0,4,1,1,0,35,35,9.0,11.0,60.0,15.0
439,2011-01-20,1,1,7,0,4,1,1,1,100,101,9.0,11.0,55.0,15.0
440,2011-01-20,1,1,8,0,4,1,1,2,247,249,9.0,11.0,55.0,19.0
441,2011-01-20,1,1,9,0,4,1,2,3,140,143,10.0,11.0,52.0,15.0
442,2011-01-20,1,1,10,0,4,1,1,1,56,57,11.0,11.0,48.0,20.0
443,2011-01-20,1,1,11,0,4,1,2,5,63,68,11.0,14.0,45.0,11.0
444,2011-01-20,1,1,12,0,4,1,2,7,77,84,12.0,17.0,42.0,0.0
445,2011-01-20,1,1,13,0,4,1,2,12,86,98,11.0,14.0,45.0,7.0
446,2011-01-20,1,1,14,0,4,1,2,6,75,81,12.0,15.0,45.0,9.0
447,2011-01-20,1,1,15,0,4,1,2,8,62,70,13.0,16.0,45.0,13.0
448,2011-01-20,1,1,16,0,4,1,2,8,83,91,12.0,15.0,49.0,9.0
449,2011-01-20,1,1,17,0,4,1,2,8,207,215,12.0,16.0,49.0,7.0
450,2011-01-20,1,1,18,0,4,1,2,1,184,185,11.0,13.0,56.0,13.0
451,2011-01-20,1,1,19,0,4,1,1,6,146,152,11.0,11.0,56.0,22.0
452,2011-01-20,1,1,20,0,4,1,2,2,124,126,11.0,12.0,60.0,19.0
453,2011-01-20,1,1,21,0,4,1,2,3,54,57,10.0,11.0,60.0,17.0
454,2011-01-20,1,1,22,0,4,1,2,0,56,56,10.0,11.0,65.0,19.0
455,2011-01-20,1,1,23,0,4,1,2,3,28,31,10.0,11.0,65.0,22.0
456,2011-01-21,1,1,0,0,5,1,2,1,20,21,10.0,11.0,70.0,17.0
457,2011-01-21,1,1,1,0,5,1,2,0,6,6,10.0,11.0,70.0,17.0
458,2011-01-21,1,1,2,0,5,1,3,0,2,2,10.0,12.0,75.0,11.0
459,2011-01-21,1,1,3,0,5,1,3,0,1,1,9.0,11.0,80.0,20.0
460,2011-01-21,1,1,4,0,5,1,2,0,1,1,9.0,13.0,87.0,6.0
461,2011-01-21,1,1,5,0,5,1,1,1,4,5,10.0,10.0,60.0,28.0
462,2011-01-21,1,1,6,0,5,1,1,0,27,27,9.0,11.0,55.0,17.0
463,2011-01-21,1,1,7,0,5,1,1,2,66,68,8.0,9.0,51.0,19.0
464,2011-01-21,1,1,8,0,5,1,1,7,210,217,8.0,9.0,47.0,22.0
465,2011-01-21,1,1,9,0,5,1,1,7,159,166,8.0,9.0,51.0,24.0
466,2011-01-21,1,1,10,0,5,1,1,6,57,63,8.0,8.0,47.0,31.0
467,2011-01-21,1,1,11,0,5,1,1,6,53,59,9.0,9.0,41.0,31.0
468,2011-01-21,1,1,12,0,5,1,1,11,67,78,9.0,9.0,27.0,39.0
469,2011-01-21,1,1,13,0,5,1,1,8,65,73,8.0,8.0,21.0,39.0
470,2011-01-21,1,1,14,0,5,1,1,6,56,62,8.0,8.0,25.0,35.0
471,2011-01-21,1,1,15,0,5,1,1,4,61,65,7.0,6.0,26.0,30.0
472,2011-01-21,1,1,16,0,5,1,1,0,97,97,7.0,7.0,26.0,24.0
473,2011-01-21,1,1,17,0,5,1,1,10,151,161,6.0,6.0,28.0,24.0
474,2011-01-21,1,1,18,0,5,1,1,1,119,120,5.0,6.0,30.0,17.0
475,2011-01-21,1,1,19,0,5,1,1,3,93,96,5.0,5.0,30.0,22.0
476,2011-01-21,1,1,20,0,5,1,1,1,52,53,4.0,4.0,33.0,28.0
477,2011-01-21,1,1,21,0,5,1,1,0,41,41,3.0,4.0,38.0,19.0
478,2011-01-21,1,1,22,0,5,1,1,1,33,34,2.0,2.0,41.0,26.0
479,2011-01-21,1,1,23,0,5,1,1,0,27,27,2.0,2.0,38.0,22.0
480,2011-01-22,1,1,0,0,6,0,1,0,13,13,2.0,2.0,45.0,17.0
481,2011-01-22,1,1,1,0,6,0,2,3,9,12,2.0,0.0,41.0,26.0
482,2011-01-22,1,1,2,0,6,0,2,0,11,11,2.0,2.0,41.0,17.0
483,2011-01-22,1,1,3,0,6,0,2,1,6,7,2.0,2.0,41.0,19.0
484,2011-01-22,1,1,4,0,6,0,2,0,3,3,1.0,1.0,48.0,20.0
485,2011-01-22,1,1,6,0,6,0,2,0,2,2,1.0,2.0,44.0,15.0
486,2011-01-22,1,1,7,0,6,0,1,0,8,8,1.0,1.0,44.0,19.0
487,2011-01-22,1,1,8,0,6,0,1,1,26,27,1.0,0.0,44.0,22.0
488,2011-01-22,1,1,9,0,6,0,1,3,37,40,2.0,2.0,41.0,17.0
489,2011-01-22,1,1,10,0,6,0,2,3,50,53,2.0,3.0,41.0,11.0
490,2011-01-22,1,1,11,0,6,0,2,4,59,63,2.0,4.0,38.0,9.0
491,2011-01-22,1,1,12,0,6,0,2,10,60,70,2.0,5.0,38.0,7.0
492,2011-01-22,1,1,13,0,6,0,1,12,72,84,3.0,8.0,35.0,0.0
493,2011-01-22,1,1,14,0,6,0,1,11,64,75,4.0,7.0,33.0,7.0
494,2011-01-22,1,1,15,0,6,0,1,10,93,103,5.0,8.0,28.0,0.0
495,2011-01-22,1,1,16,0,6,0,1,11,72,83,5.0,7.0,28.0,13.0
496,2011-01-22,1,1,17,0,6,0,1,8,59,67,5.0,10.0,28.0,0.0
497,2011-01-22,1,1,18,0,6,0,1,0,54,54,3.0,5.0,35.0,13.0
498,2011-01-22,1,1,19,0,6,0,1,6,53,59,3.0,5.0,35.0,9.0
499,2011-01-22,1,1,20,0,6,0,1,1,44,45,2.0,4.0,45.0,11.0
500,2011-01-22,1,1,21,0,6,0,1,0,39,39,2.0,5.0,41.0,6.0
501,2011-01-22,1,1,22,0,6,0,1,7,23,30,2.0,8.0,49.0,0.0
502,2011-01-22,1,1,23,0,6,0,1,2,31,33,2.0,4.0,57.0,7.0
503,2011-01-23,1,1,0,0,0,0,1,2,20,22,2.0,4.0,57.0,7.0
504,2011-01-23,1,1,1,0,0,0,1,1,12,13,2.0,4.0,57.0,7.0
505,2011-01-23,1,1,2,0,0,0,1,3,15,18,1.0,3.0,62.0,9.0
506,2011-01-23,1,1,3,0,0,0,1,1,4,5,1.0,3.0,62.0,9.0
507,2011-01-23,1,1,5,0,0,0,2,0,3,3,2.0,4.0,57.0,7.0
508,2011-01-23,1,1,6,0,0,0,2,0,1,1,2.0,4.0,57.0,7.0
509,2011-01-23,1,1,7,0,0,0,1,1,1,2,3.0,5.0,58.0,11.0
510,2011-01-23,1,1,8,0,0,0,1,2,17,19,2.0,4.0,62.0,11.0
511,2011-01-23,1,1,9,0,0,0,1,3,25,28,4.0,4.0,54.0,24.0
512,2011-01-23,1,1,10,0,0,0,1,7,51,58,6.0,5.0,46.0,26.0
513,2011-01-23,1,1,11,0,0,0,1,22,77,99,6.0,7.0,43.0,15.0
514,2011-01-23,1,1,12,0,0,0,1,24,92,116,7.0,6.0,37.0,31.0
515,2011-01-23,1,1,13,0,0,0,1,12,75,87,6.0,5.0,33.0,26.0
516,2011-01-23,1,1,14,0,0,0,1,17,93,110,7.0,7.0,28.0,24.0
517,2011-01-23,1,1,15,0,0,0,1,13,64,77,7.0,7.0,28.0,24.0
518,2011-01-23,1,1,16,0,0,0,1,9,56,65,7.0,7.0,26.0,22.0
519,2011-01-23,1,1,17,0,0,0,1,5,50,55,6.0,5.0,26.0,26.0
520,2011-01-23,1,1,18,0,0,0,1,5,44,49,5.0,6.0,30.0,17.0
521,2011-01-23,1,1,19,0,0,0,1,5,45,50,5.0,6.0,30.0,19.0
522,2011-01-23,1,1,20,0,0,0,1,4,31,35,4.0,5.0,36.0,17.0
523,2011-01-23,1,1,21,0,0,0,1,5,20,25,4.0,5.0,36.0,13.0
524,2011-01-23,1,1,22,0,0,0,1,5,23,28,3.0,5.0,38.0,13.0
525,2011-01-23,1,1,23,0,0,0,1,4,17,21,2.0,3.0,41.0,15.0
526,2011-01-24,1,1,0,0,1,1,1,0,7,7,2.0,3.0,41.0,13.0
527,2011-01-24,1,1,1,0,1,1,1,0,1,1,2.0,2.0,45.0,13.0
528,2011-01-24,1,1,3,0,1,1,1,0,1,1,2.0,2.0,45.0,17.0
529,2011-01-24,1,1,4,0,1,1,1,0,1,1,1.0,3.0,48.0,9.0
530,2011-01-24,1,1,5,0,1,1,1,0,5,5,1.0,3.0,48.0,9.0
531,2011-01-24,1,1,6,0,1,1,1,0,15,15,1.0,4.0,48.0,6.0
532,2011-01-24,1,1,7,0,1,1,1,5,79,84,1.0,6.0,48.0,0.0
533,2011-01-24,1,1,8,0,1,1,1,6,171,177,2.0,7.0,49.0,0.0
534,2011-01-24,1,1,9,0,1,1,1,4,98,102,2.0,8.0,41.0,0.0
535,2011-01-24,1,1,10,0,1,1,1,6,34,40,4.0,7.0,42.0,0.0
536,2011-01-24,1,1,11,0,1,1,1,3,43,46,4.0,6.0,46.0,9.0
537,2011-01-24,1,1,12,0,1,1,2,11,52,63,5.0,7.0,42.0,13.0
538,2011-01-24,1,1,13,0,1,1,2,6,54,60,6.0,7.0,43.0,15.0
539,2011-01-24,1,1,14,0,1,1,2,2,43,45,6.0,7.0,46.0,15.0
540,2011-01-24,1,1,15,0,1,1,1,7,50,57,7.0,8.0,40.0,11.0
541,2011-01-24,1,1,16,0,1,1,1,4,66,70,7.0,8.0,47.0,17.0
542,2011-01-24,1,1,17,0,1,1,1,6,178,184,6.0,6.0,50.0,17.0
543,2011-01-24,1,1,18,0,1,1,1,8,145,153,6.0,7.0,59.0,13.0
544,2011-01-24,1,1,19,0,1,1,1,5,101,106,6.0,8.0,54.0,11.0
545,2011-01-24,1,1,20,0,1,1,1,1,80,81,6.0,7.0,59.0,13.0
546,2011-01-24,1,1,21,0,1,1,1,6,53,59,6.0,8.0,63.0,11.0
547,2011-01-24,1,1,22,0,1,1,2,3,32,35,6.0,7.0,63.0,15.0
548,2011-01-24,1,1,23,0,1,1,2,3,21,24,7.0,8.0,64.0,17.0
549,2011-01-25,1,1,0,0,2,1,2,3,6,9,7.0,7.0,69.0,19.0
550,2011-01-25,1,1,1,0,2,1,2,0,5,5,7.0,8.0,69.0,11.0
551,2011-01-25,1,1,2,0,2,1,1,0,2,2,7.0,8.0,69.0,15.0
552,2011-01-25,1,1,4,0,2,1,1,0,1,1,6.0,8.0,74.0,7.0
553,2011-01-25,1,1,5,0,2,1,1,0,9,9,6.0,7.0,74.0,15.0
554,2011-01-25,1,1,6,0,2,1,1,1,35,36,7.0,9.0,74.0,7.0
555,2011-01-25,1,1,7,0,2,1,1,5,103,108,7.0,8.0,74.0,15.0
556,2011-01-25,1,1,8,0,2,1,2,5,233,238,7.0,9.0,74.0,9.0
557,2011-01-25,1,1,9,0,2,1,2,10,134,144,8.0,11.0,64.0,6.0
558,2011-01-25,1,1,10,0,2,1,2,6,49,55,9.0,12.0,60.0,7.0
559,2011-01-25,1,1,11,0,2,1,2,6,55,61,10.0,12.0,60.0,9.0
560,2011-01-25,1,1,12,0,2,1,2,21,85,106,11.0,14.0,56.0,6.0
561,2011-01-25,1,1,13,0,2,1,2,21,72,93,11.0,14.0,56.0,9.0
562,2011-01-25,1,1,14,0,2,1,2,11,57,68,12.0,17.0,45.0,0.0
563,2011-01-25,1,1,15,0,2,1,2,21,63,84,13.0,17.0,42.0,0.0
564,2011-01-25,1,1,16,0,2,1,2,14,102,116,13.0,17.0,42.0,0.0
565,2011-01-25,1,1,17,0,2,1,1,14,208,222,12.0,17.0,45.0,0.0
566,2011-01-25,1,1,18,0,2,1,2,7,218,225,12.0,16.0,49.0,6.0
567,2011-01-25,1,1,19,0,2,1,2,13,133,146,11.0,13.0,65.0,11.0
568,2011-01-25,1,1,20,0,2,1,1,16,103,119,10.0,11.0,65.0,13.0
569,2011-01-25,1,1,21,0,2,1,1,5,40,45,10.0,11.0,65.0,13.0
570,2011-01-25,1,1,22,0,2,1,1,4,49,53,9.0,11.0,64.0,11.0
571,2011-01-25,1,1,23,0,2,1,2,3,37,40,9.0,11.0,64.0,11.0
572,2011-01-26,1,1,0,0,3,1,2,3,14,17,9.0,11.0,69.0,9.0
573,2011-01-26,1,1,1,0,3,1,2,0,5,5,10.0,12.0,65.0,9.0
574,2011-01-26,1,1,2,0,3,1,3,3,7,10,9.0,11.0,69.0,13.0
575,2011-01-26,1,1,5,0,3,1,3,0,1,1,8.0,9.0,86.0,19.0
576,2011-01-26,1,1,6,0,3,1,3,0,8,8,8.0,9.0,86.0,19.0
577,2011-01-26,1,1,7,0,3,1,3,1,29,30,9.0,11.0,87.0,20.0
578,2011-01-26,1,1,8,0,3,1,3,3,69,72,9.0,11.0,87.0,20.0
579,2011-01-26,1,1,9,0,3,1,3,3,55,58,9.0,11.0,87.0,20.0
580,2011-01-26,1,1,10,0,3,1,3,2,26,28,9.0,11.0,93.0,19.0
581,2011-01-26,1,1,11,0,3,1,3,6,35,41,9.0,10.0,93.0,22.0
582,2011-01-26,1,1,12,0,3,1,3,7,41,48,9.0,10.0,93.0,22.0
583,2011-01-26,1,1,13,0,3,1,3,4,43,47,9.0,10.0,93.0,22.0
584,2011-01-26,1,1,14,0,3,1,3,0,36,36,9.0,10.0,93.0,24.0
585,2011-01-26,1,1,15,0,3,1,3,1,42,43,9.0,9.0,93.0,31.0
586,2011-01-26,1,1,16,0,3,1,4,1,35,36,9.0,10.0,93.0,22.0
587,2011-01-26,1,1,17,0,3,1,3,0,26,26,8.0,9.0,93.0,24.0
588,2011-01-27,1,1,16,0,4,1,1,1,23,24,9.0,11.0,55.0,13.0
589,2011-01-27,1,1,17,0,4,1,1,2,82,84,9.0,12.0,55.0,7.0
590,2011-01-27,1,1,18,0,4,1,1,3,101,104,8.0,11.0,69.0,6.0
591,2011-01-27,1,1,19,0,4,1,1,3,76,79,8.0,11.0,69.0,6.0
592,2011-01-27,1,1,20,0,4,1,1,4,55,59,7.0,11.0,74.0,6.0
593,2011-01-27,1,1,21,0,4,1,1,2,36,38,7.0,11.0,74.0,6.0
594,2011-01-27,1,1,22,0,4,1,1,0,27,27,7.0,11.0,74.0,6.0
595,2011-01-27,1,1,23,0,4,1,1,0,16,16,7.0,10.0,80.0,11.0
596,2011-01-28,1,1,0,0,5,1,2,0,9,9,8.0,11.0,75.0,9.0
597,2011-01-28,1,1,1,0,5,1,2,1,2,3,8.0,11.0,75.0,9.0
598,2011-01-28,1,1,2,0,5,1,2,0,2,2,8.0,11.0,75.0,11.0
599,2011-01-28,1,1,3,0,5,1,2,1,0,1,8.0,11.0,75.0,7.0
600,2011-01-28,1,1,5,0,5,1,2,0,4,4,7.0,11.0,80.0,7.0
601,2011-01-28,1,1,6,0,5,1,2,0,16,16,7.0,10.0,80.0,9.0
602,2011-01-28,1,1,7,0,5,1,2,2,58,60,7.0,10.0,86.0,6.0
603,2011-01-28,1,1,8,0,5,1,2,2,155,157,7.0,10.0,86.0,6.0
604,2011-01-28,1,1,9,0,5,1,3,6,95,101,7.0,11.0,86.0,6.0
605,2011-01-28,1,1,10,0,5,1,3,0,49,49,7.0,11.0,86.0,7.0
606,2011-01-28,1,1,11,0,5,1,3,0,30,30,7.0,11.0,93.0,7.0
607,2011-01-28,1,1,12,0,5,1,3,1,28,29,7.0,11.0,93.0,7.0
608,2011-01-28,1,1,13,0,5,1,3,0,31,31,7.0,11.0,93.0,7.0
609,2011-01-28,1,1,14,0,5,1,3,2,36,38,9.0,14.0,80.0,0.0
610,2011-01-28,1,1,15,0,5,1,2,1,40,41,8.0,13.0,86.0,0.0
611,2011-01-28,1,1,16,0,5,1,1,10,70,80,9.0,14.0,80.0,0.0
612,2011-01-28,1,1,17,0,5,1,1,2,147,149,10.0,12.0,75.0,9.0
613,2011-01-28,1,1,18,0,5,1,1,2,107,109,10.0,11.0,75.0,13.0
614,2011-01-28,1,1,19,0,5,1,2,5,84,89,10.0,12.0,75.0,9.0
615,2011-01-28,1,1,20,0,5,1,2,1,61,62,10.0,11.0,70.0,13.0
616,2011-01-28,1,1,21,0,5,1,2,1,57,58,9.0,11.0,75.0,9.0
617,2011-01-28,1,1,22,0,5,1,1,0,26,26,10.0,11.0,65.0,24.0
